UNNR;PROPER SHIPPING NAME;HAZARD CLASS;PG
1835;TETRAMETHYLAMMONIUM HYDROXIDE SOLUTION;8;II
1836;THIONYL CHLORIDE;8;I
1837;THIOPHOSPHORYL CHLORIDE;8;II
1838;TITANIUM TETRACHLORIDE;6.1;I
1839;TRICHLOROACETIC ACID;8;II
1840;ZINC CHLORIDE, SOLUTION;8;III
1841;ACETALDEHYDE AMMONIA;9;III
1843;AMMONIUM DINITRO-O-CRESOLATE, SOLID;6.1;II
1845;CARBON DIOXIDE, SOLID OR DRY ICE;9;
1845;CARBON DIOXIDE, SOLID OR DRY ICE;9;
1846;CARBON TETRACHLORIDE;6.1;II
1847;POTASSIUM SULFIDE, HYDRATED WITH NOT LESS THAN 30 PERCENT WATER OF CRYSTALLIZATION;8;II
1848;PROPIONIC ACID WITH NOT LESS THAN 10% AND LESS THAN 90% ACID BY MASS;8;III
1849;SODIUM SULFIDE, HYDRATED WITH NOT LESS THAN 30 PERCENT WATER;8;II
1851;MEDICINE, LIQUID, TOXIC, N.O.S.;6.1;III
1851;MEDICINE, LIQUID, TOXIC, N.O.S.;6.1;II
1854;BARIUM ALLOYS, PYROPHORIC;4.2;I
1855;CALCIUM, PYROPHORIC OR  CALCIUM ALLOYS, PYROPHORIC;4.2;I
1856;RAGS, OILY;4.2;III
1857;TEXTILE WASTE, WET;4.2;III
1858;HEXAFLUOROPROPYLENE COMPRESSED OR  REFRIGERANT GAS R 1216;2.2;
1859;SILICON TETRAFLUORIDE;2.3;
1860;VINYL FLUORIDE, STABILIZED;2.1;
1862;ETHYL CROTONATE;3;II
1863;FUEL, AVIATION, TURBINE ENGINE;3;III
1863;FUEL, AVIATION, TURBINE ENGINE;3;II
1863;FUEL, AVIATION, TURBINE ENGINE;3;I
1865;N-PROPYL NITRATE;3;II
1866;RESIN SOLUTION, FLAMMABLE;3;III
1866;RESIN SOLUTION, FLAMMABLE;3;II
1866;RESIN SOLUTION, FLAMMABLE;3;I
1868;DECABORANE;4.1;II
1869;MAGNESIUM OR MAGNESIUM ALLOYS WITH MORE THAN 50 PERCENT MAGNESIUM IN PELLETS, TURNINGS OR RIBBONS;4.1;III
1870;POTASSIUM BOROHYDRIDE;4.3;I
1871;TITANIUM HYDRIDE;4.1;II
1872;LEAD DIOXIDE;5.1;III
1873;PERCHLORIC ACID WITH MORE THAN 50 PERCENT BUT NOT MORE THAN 72 PERCENT ACID, BY MASS;5.1;I
1884;BARIUM OXIDE;6.1;III
1885;BENZIDINE;6.1;II
1886;BENZYLIDENE CHLORIDE;6.1;II
1887;BROMOCHLOROMETHANE;6.1;III
1888;CHLOROFORM;6.1;III
1889;CYANOGEN BROMIDE;6.1;I
1891;ETHYL BROMIDE;6.1;II
1892;ETHYLDICHLOROARSINE;6.1;I
1894;PHENYLMERCURIC HYDROXIDE;6.1;II
1895;PHENYLMERCURIC NITRATE;6.1;II
1897;TETRACHLOROETHYLENE;6.1;III
1898;ACETYL IODIDE;8;II
1902;DIISOOCTYL ACID PHOSPHATE;8;III
1903;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;8;I
1903;DISINFECTANTS, LIQUID, CORROSIVE N.O.S.;8;III
1903;DISINFECTANTS, LIQUID, CORROSIVE N.O.S.;8;II
1903;DISINFECTANTS, LIQUID, CORROSIVE N.O.S.;8;II
1905;SELENIC ACID;8;I
1906;SLUDGE, ACID;8;II
1907;SODA LIME WITH MORE THAN 4 PERCENT SODIUM HYDROXIDE;8;III
1908;CHLORITE SOLUTION;8;II
1908;CHLORITE SOLUTION;8;III
1910;CALCIUM OXIDE;8;III
1911;DIBORANE MIXTURES;2.1;
1911;DIBORANE;2.3;
1912;METHYL CHLORIDE AND METHYLENE CHLORIDE MIXTURES;2.1;
1913;NEON, REFRIGERATED LIQUID (CRYOGENIC LIQUID);2.2;
1914;BUTYL PROPIONATES;3;III
1915;CYCLOHEXANONE;3;III
1916;2,2'-DICHLORODIETHYL ETHER;6.1;II
1917;ETHYL ACRYLATE, STABILIZED;3;II
1918;ISOPROPYLBENZENE;3;III
1919;METHYL ACRYLATE, STABILIZED;3;II
1920;NONANES;3;III
1921;PROPYLENEIMINE, STABILIZED;3;I
1922;PYRROLIDINE;3;II
1923;CALCIUM DITHIONITE OR CALCIUM HYDROSULFITE;4.2;II
1928;METHYL MAGNESIUM BROMIDE, IN ETHYL ETHER;4.3;I
1929;POTASSIUM DITHIONITE OR POTASSIUM HYDROSULFITE;4.2;II
1931;ZINC DITHIONITE OR ZINC HYDROSULFITE;9;III
1932;ZIRCONIUM SCRAP;4.2;III
1935;CYANIDE SOLUTIONS, N.O.S.;6.1;III
1935;CYANIDE SOLUTIONS, N.O.S.;6.1;II
1935;CYANIDE SOLUTIONS, N.O.S.;6.1;I
1938;BROMOACETIC ACID SOLUTION;8;II
1938;BROMOACETIC ACID SOLUTION;8;III
1939;PHOSPHORUS OXYBROMIDE;8;II
1940;THIOGLYCOLIC ACID;8;II
1941;DIBROMODIFLUOROMETHANE, R12B2;9;III
1942;AMMONIUM NITRATE, WITH NOT MORE THAN 0.2% TOTAL COMBUSTIBLE MATERIAL, INCLUDING ANY ORGANIC SUBSTANCE, CALCULATED AS CARBON TO THE EXCLUSION OF ANY OTHER ADDED SUBSTANCE;5.1;III
1944;MATCHES, SAFETY (BOOK, CARD OR STRIKE ON BOX);4.1;III
1945;MATCHES, WAX, VESTA;4.1;III
1950;AEROSOLS, CORROSIVE, PACKING GROUP II OR III, (EACH NOT EXCEEDING 1 L CAPACITY);2.2;
1950;AEROSOLS, FLAMMABLE, (EACH NOT EXCEEDING 1 L CAPACITY);2.1;
1950;AEROSOLS, FLAMMABLE, N.O.S. (ENGINE STARTING FLUID) (EACH NOT EXCEEDING 1 L CAPACITY);2.1;
1950;AEROSOLS, FLAMMABLE, N.O.S. (ENGINE STARTING FLUID) (EACH NOT EXCEEDING 1 L CAPACITY);2.1;
1950;AEROSOLS, NON-FLAMMABLE, (EACH NOT EXCEEDING 1 L CAPACITY);2.2;
1950;AEROSOLS, POISON, PACKING GROUP III (EACH NOT EXCEEDING 1 L CAPACITY);2.2;
1951;ARGON, REFRIGERATED LIQUID (CRYOGENIC LIQUID);2.2;
1952;ETHYLENE OXIDE AND CARBON DIOXIDE MIXTURES WITH NOT MORE THAN 9 PERCENT ETHYLENE OXIDE;2.2;
1953;COMPRESSED GAS, TOXIC, FLAMMABLE, N.O.S. INHALATION HAZARD ZONE A;2.3;
1953;COMPRESSED GAS, TOXIC, FLAMMABLE, N.O.S. INHALATION HAZARD ZONE B;2.3;
1953;COMPRESSED GAS, TOXIC, FLAMMABLE, N.O.S. INHALATION HAZARD ZONE C;2.3;
1953;COMPRESSED GAS, TOXIC, FLAMMABLE, N.O.S. INHALATION HAZARD ZONE D;2.3;
1954;REFRIGERANT GASES, N.O.S. OR DISPERSANT GASES, N.O.S.;2.1;
1954;COMPRESSED GAS, FLAMMABLE, N.O.S.;2.1;
1955;ORGANIC PHOSPHATE, MIXED WITH COMPRESSED GAS OR ORGANIC PHOSPHATE COMPOUND, MIXED WITH COMPRESSED GAS OR ORGANIC PHOSPHORUS COMPOUND, MIXED WITH COMPRESSED GAS;2.3;
1955;COMPRESSED GAS, TOXIC, N.O.S. INHALATION HAZARD ZONE A;2.3;
1955;COMPRESSED GAS, TOXIC, N.O.S. INHALATION HAZARD ZONE B;2.3;
1955;COMPRESSED GAS, TOXIC, N.O.S. INHALATION HAZARD ZONE C;2.3;
1955;COMPRESSED GAS, TOXIC, N.O.S. INHALATION HAZARD ZONE D;2.3;
1956;COMPRESSED GAS, N.O.S.;2.2;
1957;DEUTERIUM, COMPRESSED;2.1;
1958;1,2-DICHLORO-1,1,2,2- TETRAFLUOROETHANE OR   REFRIGERANT GAS R 114;2.2;
1959;1,1-DIFLUOROETHYLENE OR REFRIGERANT GAS R 1132A;2.1;
1961;ETHANE-PROPANE MIXTURE, REFRIGERATED LIQUID;2.1;
1961;ETHANE, REFRIGERATED LIQUID;2.1;
1962;ETHYLENE;2.1;
1963;HELIUM, REFRIGERATED LIQUID (CRYOGENIC LIQUID);2.2;
1964;HYDROCARBON GAS MIXTURE, COMPRESSED, N.O.S.;2.1;
1965;HYDROCARBON GAS MIXTURE, LIQUEFIED, N.O.S.;2.1;
1966;HYDROGEN, REFRIGERATED LIQUID (CRYOGENIC LIQUID);2.1;
1967;PARATHION AND COMPRESSED GAS MIXTURE;2.3;
1967;INSECTICIDE GASES, TOXIC, N.O.S.;2.3;
1968;INSECTICIDE GASES, N.O.S.;2.2;
1969;ISOBUTANE SEE ALSO PETROLEUM GASES, LIQUEFIED;2.1;
1970;KRYPTON, REFRIGERATED LIQUID (CRYOGENIC LIQUID);2.2;
1971;METHANE, COMPRESSED OR NATURAL GAS, COMPRESSED (WITH HIGH METHANE CONTENT);2.1;
1972;METHANE, REFRIGERATED LIQUID (CRYOGENIC LIQUID) OR NATURAL GAS, REFRIGERATED LIQUID (CRYOGENIC LIQUID), WITH HIGH METHANE CONTENT);2.1;
1973;CHLORODIFLUOROMETHANE AND CHLOROPENTAFLUOROETHANE MIXTURE OR  REFRIGERANT GAS R 502 WITH FIXED BOILING POINT, WITH APPROXIMATELY 49 PERCENT CHLORODIFLUOROMETHANE;2.2;
1974;CHLORODIFLUOROBROMOMETHANE OR REFRIGERANT GAS R 12B1;2.2;
1975;NITRIC OXIDE AND DINITROGEN TETROXIDE MIXTURES  OR  NITRIC OXIDE AND NITROGEN DIOXIDE MIXTURES;2.3;
1976;OCTAFLUOROCYCLOBUTANE, OR REFRIGERANT GAS RC 318;2.2;
1977;NITROGEN, REFRIGERATED LIQUID CRYOGENIC LIQUID;2.2;
1978;PROPANE SEE ALSO PETROLEUM GASES, LIQUEFIED;2.1;
1978;PROPANE SEE ALSO PETROLEUM GASES, LIQUEFIED;2.1;
1982;TETRAFLUOROMETHANE OR  REFRIGERANT GAS R 14;2.2;
1983;1-CHLORO-2,2,2-TRIFLUOROETHANE OR  REFRIGERANT GAS R 133A;2.2;
1984;TRIFLUOROMETHANE OR REFRIGERANT GAS R 23;2.2;
1986;ALCOHOLS, FLAMMABLE, TOXIC, N.O.S.;3;II
1986;ALCOHOLS, FLAMMABLE, TOXIC, N.O.S.;3;I
1986;ALCOHOLS, FLAMMABLE, TOXIC, N.O.S.;3;III
1987;DENATURED ALCOHOL;3;II
1987;DENATURED ALCOHOL;3;III
1987;ALCOHOLS, N.O.S.;3;I
1987;ALCOHOLS, N.O.S.;3;II
1987;ALCOHOLS, N.O.S.;3;III
1987;ALCOHOLS, N.O.S.;3;I
1987;ALCOHOLS, N.O.S.;3;I
1987;ALCOHOLS, N.O.S.;3;I
1987;ALCOHOLS, N.O.S.;3;I
1987;ALCOHOLS, N.O.S.;3;I
1987;ALCOHOLS, N.O.S.;3;I
1987;ALCOHOLS, N.O.S.;3;I
1987;ALCOHOLS, N.O.S.;3;I
1988;ALDEHYDES, FLAMMABLE, TOXIC, N.O.S.;3;II
1988;ALDEHYDES, FLAMMABLE, TOXIC, N.O.S.;3;I
1988;ALDEHYDES, FLAMMABLE, TOXIC, N.O.S.;3;III
1989;ALDEHYDES, N.O.S.;3;III
1989;ALDEHYDES, N.O.S.;3;II
1989;ALDEHYDES, N.O.S.;3;I
1990;BENZALDEHYDE;9;III
1991;CHLOROPRENE, STABILIZED;3;I
1992;FLAMMABLE LIQUIDS, TOXIC, N.O.S.;3;II
1992;FLAMMABLE LIQUIDS, TOXIC, N.O.S.;3;I
1992;FLAMMABLE LIQUIDS, TOXIC, N.O.S.;3;III
1993;COMBUSTIBLE LIQUID, N.O.S.;Combustible liquid;III
1993;COMPOUNDS, CLEANING LIQUID;3;III
1993;COMPOUNDS, CLEANING LIQUID;3;II
1993;COMPOUNDS, CLEANING LIQUID;3;I
1993;COMPOUNDS, TREE KILLING, LIQUID  OR  COMPOUNDS, WEED KILLING, LIQUID;3;II
1993;COMPOUNDS, TREE KILLING, LIQUID  OR  COMPOUNDS, WEED KILLING, LIQUID;3;I
1993;COMPOUNDS, TREE KILLING, LIQUID OR  COMPOUNDS, WEED KILLING, LIQUID;3;III
1993;DIESEL FUEL;3;III
1993;FUEL OIL (NO. 1, 2, 4, 5, OR 6);3;III
1993;FLAMMABLE LIQUIDS, N.O.S.;3;III
1993;FLAMMABLE LIQUIDS, N.O.S.;3;II
1993;FLAMMABLE LIQUIDS, N.O.S.;3;I
1994;IRON PENTACARBONYL;6.1;I
1999;ASPHALT, AT OR ABOVE ITS FLASH POINT;3;III
1999;TARS, LIQUID INCLUDING ROAD OILS AND CUTBACK BITUMENS;3;II
1999;TARS, LIQUID INCLUDING ROAD OILS AND CUTBACK BITUMENS;3;III
2000;CELLULOID, IN BLOCK, RODS, ROLLS, SHEETS, TUBES, ETC., EXCEPT SCRAP;4.1;III
2001;COBALT NAPHTHENATES, POWDER;4.1;III
2002;CELLULOID, SCRAP;4.2;III
2004;MAGNESIUM DIAMIDE;4.2;II
2006;PLASTICS, NITROCELLULOSE-BASED, SELF-HEATING, N.O.S.;4.2;III
2008;ZIRCONIUM POWDER, DRY;4.2;III
2008;ZIRCONIUM POWDER, DRY;4.2;II
2008;ZIRCONIUM POWDER, DRY;4.2;I
2009;ZIRCONIUM, DRY, FINISHED SHEETS, STRIP OR COILED WIRE;4.2;III
2010;MAGNESIUM HYDRIDE;4.3;I
2011;MAGNESIUM PHOSPHIDE;4.3;I
2012;POTASSIUM PHOSPHIDE;4.3;I
2013;STRONTIUM PHOSPHIDE;4.3;I
2014;HYDROGEN PEROXIDE, AQUEOUS SOLUTIONS WITH MORE THAN 40 PERCENT BUT NOT MORE THAN 60 PERCENT HYDROGEN PEROXIDE (STABILIZED AS NECESSARY);5.1;II
2014;HYDROGEN PEROXIDE, AQUEOUS SOLUTIONS WITH NOT LESS THAN 20 PERCENT BUT NOT MORE THAN 40 PERCENT HYDROGEN PEROXIDE (STABILIZED AS NECESSARY);5.1;II
2015;HYDROGEN PEROXIDE, STABILIZED  OR   HYDROGEN PEROXIDE AQUEOUS SOLUTIONS, STABILIZED WITH MORE THAN 60 PERCENT HYDROGEN PEROXIDE;5.1;I
2016;AMMUNITION, TOXIC, NON-EXPLOSIVE, WITHOUT BURSTER OR EXPELLING CHARGE, NON-FUZED;6.1;II
2017;AMMUNITION, TEAR-PRODUCING, NON-EXPLOSIVE, WITHOUT BURSTER OR EXPELLING CHARGE, NON-FUZED;6.1;II
2018;CHLOROANILINES, SOLID;6.1;II
2019;CHLOROANILINES, LIQUID;6.1;II
2020;CHLOROPHENOLS, SOLID;6.1;III
2021;CHLOROPHENOLS, LIQUID;6.1;III
2022;CRESYLIC ACID;6.1;II
2023;EPICHLOROHYDRIN;6.1;II
2024;MERCURY COMPOUNDS, LIQUID, N.O.S.;6.1;III
2024;MERCURY COMPOUNDS, LIQUID, N.O.S.;6.1;I
2024;MERCURY COMPOUNDS, LIQUID, N.O.S.;6.1;II
2025;MERCURY COMPOUNDS, SOLID, N.O.S.;6.1;II
2025;MERCURY COMPOUNDS, SOLID, N.O.S.;6.1;III
2025;MERCURY COMPOUNDS, SOLID, N.O.S.;6.1;I
2026;PHENYLMERCURIC COMPOUNDS, N.O.S.;6.1;II
2026;PHENYLMERCURIC COMPOUNDS, N.O.S.;6.1;III
2026;PHENYLMERCURIC COMPOUNDS, N.O.S.;6.1;I
2027;SODIUM ARSENITE, SOLID;6.1;II
2028;BOMBS, SMOKE, NON-EXPLOSIVE, WITH CORROSIVE LIQUID, WITHOUT INITIATING DEVICE;8;II
2029;HYDRAZINE, ANHYDROUS;8;I
2030;HYDRAZINE, AQUEOUS SOLUTIONS, WITH MORE THAN 37% HYDRAZINE, BY MASS;8;I
2030;HYDRAZINE, AQUEOUS SOLUTIONS, WITH MORE THAN 37% HYDRAZINE, BY MASS;8;II
2030;HYDRAZINE, AQUEOUS SOLUTIONS, WITH MORE THAN 37% HYDRAZINE, BY MASS;8;III
2031;NITRIC ACID OTHER THAN RED FUMING, WITH AT LEAST 65 PERCENT, BUT  NOT MORE THAN 70 PERCENT NITRIC ACID;8;II
2031;NITRIC ACID OTHER THAN RED FUMING, WITH MORE THAN 20 PERCENT AND LESS THAN 65 PERCENT NITRIC ACID.;8;II
2031;NITRIC ACID OTHER THAN RED FUMING, WITH MORE THAN 70 PERCENT NITRIC ACID;8;I
2031;NITRIC ACID OTHER THAN RED FUMING, WITH NOT MORE THAN 20 PERCENT NITRIC ACID;8;II
2032;NITRIC ACID, RED FUMING;8;I
2033;POTASSIUM MONOXIDE;8;II
2034;HYDROGEN AND METHANE MIXTURES, COMPRESSED;2.1;
2035;1,1,1-TRIFLUOROETHANE, OR REFRIGERANT GAS R 143A;2.1;
2036;XENON, COMPRESSED;2.2;
2037;GAS CARTRIDGES, (FLAMMABLE) WITHOUT A RELEASE DEVICE, NON-REFILLABLE;2.1;
2037;RECEPTACLES, SMALL, CONTAINING GAS OR GAS CARTRIDGES (FLAMMABLE) WITHOUT RELEASE DEVICE, NOT REFILLABLE AND NOT EXCEEDING 1 L CAPACITY;2.1;
2037;RECEPTACLES, SMALL, CONTAINING GAS OR GAS CARTRIDGES (NON-FLAMMABLE) WITHOUT RELEASE DEVICE, NOT REFILLABLE AND NOT EXCEEDING 1 L CAPACITY;2.2;
2037;RECEPTACLES, SMALL, CONTAINING GAS OR GAS CARTRIDGES (OXIDIZING), WITHOUT RELEASE DEVICE, NOT REFILLABLE AND NOT EXCEEDING 1 L CAPACITY;2.2;
2038;DINITROTOLUENES, LIQUID;6.1;II
2044;2,2-DIMETHYLPROPANE;2.1;
2045;ISOBUTYRALDEHYDE OR ISOBUTYL ALDEHYDE;3;II
2046;CYMENES;3;III
2047;DICHLOROPROPENES;3;III
2047;DICHLOROPROPENES;3;II
2048;DICYCLOPENTADIENE;3;III
2049;DIETHYLBENZENE;3;III
2050;DIISOBUTYLENE, ISOMERIC COMPOUNDS;3;II
2051;2-DIMETHYLAMINOETHANOL;8;II
2052;DIPENTENE;3;III
2053;METHYL ISOBUTYL CARBINOL;3;III
2054;MORPHOLINE;8;I
2055;STYRENE MONOMER, STABILIZED;3;III
2056;TETRAHYDROFURAN;3;II
2057;TRIPROPYLENE;3;III
2057;TRIPROPYLENE;3;II
2058;VALERALDEHYDE;3;II
2059;NITROCELLULOSE, SOLUTION, FLAMMABLE WITH NOT MORE THAN 12.6 PERCENT NITROGEN, BY MASS, AND NOT MORE THAN 55 PERCENT NITROCELLULOSE;3;III
2059;NITROCELLULOSE, SOLUTION, FLAMMABLE WITH NOT MORE THAN 12.6 PERCENT NITROGEN, BY MASS, AND NOT MORE THAN 55 PERCENT NITROCELLULOSE;3;II
2059;NITROCELLULOSE, SOLUTION, FLAMMABLE WITH NOT MORE THAN 12.6 PERCENT NITROGEN, BY MASS, AND NOT MORE THAN 55 PERCENT NITROCELLULOSE;3;I
2067;AMMONIUM NITRATE BASED FERTILIZER;5.1;III
2071;AMMONIUM NITRATE BASED FERTILIZER;9;III
2073;AMMONIA SOLUTION, RELATIVE DENSITY LESS THAN 0.880 AT 15 DEGREES C IN WATER, WITH MORE THAN 35 PERCENT BUT NOT MORE THAN 50 PERCENT AMMONIA;"2.2

";
2074;ACRYLAMIDE, SOLID;6.1;III
2075;CHLORAL, ANHYDROUS, STABILIZED;6.1;II
2076;CRESOLS, LIQUID;6.1;II
2077;ALPHA-NAPHTHYLAMINE;6.1;III
2078;TOLUENE DIISOCYANATE;6.1;II
2079;DIETHYLENETRIAMINE;8;II
2186;HYDROGEN CHLORIDE, REFRIGERATED LIQUID;2.3;
2187;CARBON DIOXIDE, REFRIGERATED LIQUID;2.2;
2188;ARSINE;2.3;
2189;DICHLOROSILANE;2.3;
2190;OXYGEN DIFLUORIDE, COMPRESSED;2.3;
2191;SULFURYL FLUORIDE;2.3;
2192;GERMANE;2.3;
2193;HEXAFLUOROETHANE , OR REFRIGERANT GAS R116;2.2;
2194;SELENIUM HEXAFLUORIDE;2.3;
2195;TELLURIUM HEXAFLUORIDE;2.3;
2196;TUNGSTEN HEXAFLUORIDE;2.3;
2197;HYDROGEN IODIDE, ANHYDROUS;2.3;
2198;PHOSPHORUS PENTAFLUORIDE;2.3;
2199;PHOSPHINE;2.3;
2200;PROPADIENE, STABILIZED;2.1;
2201;NITROUS OXIDE, REFRIGERATED LIQUID;2.2;
2202;HYDROGEN SELENIDE, ANHYDROUS;2.3;
2203;SILANE;2.1;
2204;CARBONYL SULFIDE;2.3;
2205;ADIPONITRILE;6.1;III
2206;ISOCYANATES, TOXIC, N.O.S. OR   ISOCYANATE SOLUTIONS, TOXIC, N.O.S., FLASH POINT MORE THAN 61 DEGREES C AND BOILING POINT LESS THAN 300 DEGREES C;6.1;II
2206;ISOCYANATES, TOXIC, N.O.S. OR  ISOCYANATE SOLUTIONS, TOXIC, N.O.S., FLASH POINT MORE THAN 61 DEGREES C AND BOILING POINT LESS THAN 300 DEGREES C;6.1;III
2208;CALCIUM HYPOCHLORITE MIXTURES, DRY, WITH MORE THAN 10 PERCENT BUT NOT MORE THAN 39 PERCENT AVAILABLE CHLORINE;5.1;III
2209;FORMALDEHYDE SOLUTIONS, WITH NOT LESS THAN 25 PERCENT FORMALDEHYDE;8;III
2210;MANEB OR MANEB PREPARATIONS WITH NOT LESS THAN 60 PERCENT MANEB;4.2;III
2211;POLYMERIC BEADS, EXPANDABLE, EVOLVING FLAMMABLE VAPOR;9;III
2212;ASBESTOS;9;III
2212;BLUE ASBESTOS (CROCIDOLITE) OR   BROWN ASBESTOS (AMOSITE, MYSORITE);9;II
2213;PARAFORMALDEHYDE;4.1;III
2214;PHTHALIC ANHYDRIDE WITH MORE THAN .05 PERCENT MALEIC ANHYDRIDE;8;III
2215;MALEIC ANHYDRIDE;8;III
2215;MALEIC ANHYDRIDE, MOLTEN;8;III
2216;FISH MEAL, STABILIZED OR FISH SCRAP, STABILIZED;9;III
2217;SEED CAKE WITH NOT MORE THAN 1.5 PERCENT OIL AND NOT MORE THAN 11 PERCENT MOISTURE;4.2;III
2218;ACRYLIC ACID, STABILIZED;8;II
2219;ALLYL GLYCIDYL ETHER;3;III
2222;ANISOLE;3;III
2224;BENZONITRILE;6.1;II
2225;BENZENE SULFONYL CHLORIDE;8;III
2226;BENZOTRICHLORIDE;8;II
2227;N-BUTYL METHACRYLATE, STABILIZED;3;III
2232;2-CHLOROETHANAL;6.1;I
2233;CHLOROANISIDINES;6.1;III
2234;CHLOROBENZOTRIFLUORIDES;3;III
2235;CHLOROBENZYL CHLORIDES, LIQUID;6.1;III
2236;3-CHLORO-4-METHYLPHENYL ISOCYANATE, LIQUID;6.1;II
2237;CHLORONITROANILINES;6.1;III
2238;CHLOROTOLUENES;3;III
2239;CHLOROTOLUIDINES, SOLID;6.1;III
2240;CHROMOSULFURIC ACID;8;I
2241;CYCLOHEPTANE;3;II
2242;CYCLOHEPTENE;3;II
2243;CYCLOHEXYL ACETATE;3;III
2244;CYCLOPENTANOL;3;III
2245;CYCLOPENTANONE;3;III
2246;CYCLOPENTENE;3;II
2247;N-DECANE;3;III
2248;DI-N-BUTYLAMINE;8;II
2249;DICHLORODIMETHYL ETHER, SYMMETRICAL;6.1;I
2250;DICHLOROPHENYL ISOCYANATES.;6.1;II
2251;BICYCLO [2,2,1] HEPTA-2,5-DIENE, STABILIZED OR  2,5-NORBORNADIENE, STABILIZED;3;II
2252;1,2-DIMETHOXYETHANE;3;II
2253;N,N-DIMETHYLANILINE;6.1;II
2254;MATCHES, FUSEE;4.1;III
2256;CYCLOHEXENE;3;II
2257;POTASSIUM;4.3;I
2258;1,2-PROPYLENEDIAMINE;8;II
2259;TRIETHYLENETETRAMINE;8;II
2260;TRIPROPYLAMINE;3;III
2261;XYLENOLS, SOLID;6.1;II
2262;DIMETHYLCARBAMOYL CHLORIDE;8;II
2263;DIMETHYLCYCLOHEXANES;3;II
2264;N,N-DIMETHYLCYCLO-HEXYLAMINE;8;II
2265;N,N-DIMETHYLFORMAMIDE;3;III
2266;DIMETHYL-N-PROPYLAMINE;3;II
2267;DIMETHYL THIOPHOSPHORYL CHLORIDE;6.1;II
2269;3,3'-IMINODIPROPYLAMINE;8;III
2270;ETHYLAMINE, AQUEOUS SOLUTION WITH NOT LESS THAN 50 PERCENT BUT NOT MORE THAN 70 PERCENT ETHYLAMINE;3;II
2271;ETHYL AMYL KETONE;3;III
2272;N-ETHYLANILINE;6.1;III
2273;2-ETHYLANILINE;6.1;III
2274;N-ETHYL-N-BENZYLANILINE;6.1;III
2275;2-ETHYLBUTANOL;3;III
2276;2-ETHYLHEXYLAMINE;3;III
2277;ETHYL METHACRYLATE, STABILIZED;3;II
2278;N-HEPTENE;3;II
2279;HEXACHLOROBUTADIENE;6.1;III
2280;HEXAMETHYLENEDIAMINE, SOLID;8;III
2281;HEXAMETHYLENE DIISOCYANATE;6.1;II
2282;HEXANOLS;3;III
2283;ISOBUTYL METHACRYLATE, STABILIZED;3;III
2284;ISOBUTYRONITRILE;3;II
2285;ISOCYANATOBENZOTRIFLUORIDES;6.1;II
2286;PENTAMETHYLHEPTANE;3;III
2287;ISOHEPTENES;3;II
2288;ISOHEXENES;3;II
2289;ISOPHORONEDIAMINE;8;III
2290;ISOPHORONE DIISOCYANATE;6.1;III
2291;LEAD COMPOUNDS, SOLUBLE, N.O.S.;6.1;III
2293;4-METHOXY-4-METHYLPENTAN-2-ONE;3;III
2294;N-METHYLANILINE;6.1;III
2295;METHYL CHLOROACETATE;6.1;I
2296;METHYLCYCLOHEXANE;3;II
2297;METHYLCYCLOHEXANONE;3;III
2298;METHYLCYCLOPENTANE;3;II
2299;METHYL DICHLOROACETATE;6.1;III
2300;2-METHYL-5-ETHYLPYRIDINE;6.1;III
2301;2-METHYLFURAN;3;II
2302;5-METHYLHEXAN-2-ONE;3;III
2303;ISOPROPENYLBENZENE;3;III
2304;NAPHTHALENE, MOLTEN;4.1;III
2305;NITROBENZENESULFONIC ACID;8;II
2306;NITROBENZOTRIFLUORIDES, LIQUID;6.1;II
2307;3-NITRO-4-CHLOROBENZOTRIFLUORIDE;6.1;II
2308;NITROSYLSULFURIC ACID, LIQUID;8;II
2309;OCTADIENE;3;II
2310;PENTANE-2,4-DIONE;3;III
2311;PHENETIDINES;6.1;III
2312;PHENOL, MOLTEN;6.1;II
2313;PICOLINES;3;III
2315;POLYCHLORINATED BIPHENYLS, LIQUID;9;II
2316;SODIUM CUPROCYANIDE, SOLID;6.1;I
2317;SODIUM CUPROCYANIDE, SOLUTION;6.1;I
2318;SODIUM HYDROSULFIDE, WITH LESS THAN 25 PERCENT WATER OF CRYSTALLIZATION;4.2;II
2319;TERPENE HYDROCARBONS, N.O.S.;3;III
2320;TETRAETHYLENEPENTAMINE;8;III
2321;TRICHLOROBENZENES, LIQUID;6.1;III
2322;TRICHLOROBUTENE;6.1;II
2323;TRIETHYL PHOSPHITE;3;III
2324;TRIISOBUTYLENE;3;III
2325;1,3,5-TRIMETHYLBENZENE;3;III
2326;TRIMETHYLCYCLOHEXYLAMINE;8;III
2327;TRIMETHYLHEXAMETHYLENEDIAMINES;8;III
2328;TRIMETHYLHEXAMETHYLENE DIISOCYANATE;6.1;III
2329;TRIMETHYL PHOSPHITE;3;III
2330;UNDECANE;3;III
2331;ZINC CHLORIDE, ANHYDROUS;8;III
2332;ACETALDEHYDE OXIME;3;III
2333;ALLYL ACETATE;3;II
2334;ALLYLAMINE;6.1;I
2335;ALLYL ETHYL ETHER;3;II
2336;ALLYL FORMATE;3;I
2337;PHENYL MERCAPTAN;6.1;I
2338;BENZOTRIFLUORIDE;3;II
2339;2-BROMOBUTANE;3;II
2340;2-BROMOETHYL ETHYL ETHER;3;II
